date,opening,closing,lowest,highest,volume,quantity,amount,avg_price
2018-02-26,32500.00006,33907.99998999,31850.0,34500.0,7203015.99847468,215.58241924,3866,33411.88963305
2018-02-25,32751.0,32700.0,31510.987660000006,33078.888,2572402.48199097,79.69296731,2123,32278.91454944
2018-02-24,34700.0,32751.0,32000.0,34898.99,3712145.4760292,112.15290706,2594,33098.96794777
2018-02-23,32600.0,34795.99995,32080.0,35200.0,7655884.075671901,223.78504455,4144,34210.88344427
2018-02-22,36505.00013,32600.0,31900.000010000003,36900.0,12292875.68576967,367.64721977,6281,33436.6072276
2018-02-21,37260.96011,36505.0,34202.01999999,38898.0,15890934.35428019,441.43355249,8088,35998.47420895
2018-02-20,38010.0,37260.96011,36500.0,39500.0,16458426.30504201,430.98691414,8612,38187.76339853
2018-02-19,35670.0,38010.0,35018.0,38299.01,10688735.18235977,287.23409418,6089,37212.62690933
2018-02-18,37800.0,35010.0,35000.0,37800.0,9973428.28564214,275.98134664,4981,36138.05210774
2018-02-17,33850.0,37207.0,33849.0,37500.0,11189228.81195289,314.56665748,6133,35570.29502614
2018-02-16,34000.0,33850.0,0.0,34094.0,6912229.64494762,207.79009132,4239,33265.44399223
2018-02-15,31501.0,34010.1,31400.0,34856.0,15149045.81111831,455.42318788,7917,33263.66819756
2018-02-14,28715.21,31501.0,28715.0,32000.28,12172851.33709765,394.17601924,6887,30881.76536098
2018-02-13,29039.96,28715.1985,28320.0,29039.96,1471946.33616671,51.41228755,1416,28630.24398078
2018-02-12,28098.8197,28865.0,27870.000010000003,29100.0,3873869.60896548,134.43087123,2509,28816.81546449
2018-02-11,28000.00025,27850.050010000006,27200.0,28500.0,2484498.18940353,88.76652174,2085,27989.13532604
2018-02-10,29000.000010000003,28299.0,27605.0,29550.0,5164696.09276193,180.36200685,3261,28635.16647969
2018-02-09,27200.0,29000.0,25600.0,29400.0,9949310.05944038,353.18906428,5634,28169.92672104
2018-02-08,26250.0,27200.0,25729.99,28500.0,8999491.17595249,327.12604728,5685,27510.775282200004
2018-02-07,24600.0,26249.99999,24301.01,28900.0,17961632.407717,667.2102251,10033,26920.49931492
2018-02-06,21746.99,24410.0,20000.0,25499.0,19931971.67855781,868.07867901,11364,22961.01973301
2018-02-05,26999.99,21760.00999999,21550.00001,27489.0,17656581.27717873,737.61090766,10030,23937.52735191
2018-02-04,29200.00002,26999.99,26300.0,30464.99,6687592.74722242,240.08375593,4844,27855.24877065
2018-02-03,28000.0,29200.0,27750.0,32998.0,8970711.23000298,294.45225016,6587,30465.75879494
2018-02-02,25570.02997,28000.0,19000.0,32999.0,26686083.38748707,1046.69105808,12557,25495.66386517
2018-02-01,32001.000010000003,25500.0,25500.0,32299.0,20860831.69135622,735.47650135,9238,28363.69571708
2018-01-31,31710.0,32199.99999,30999.99999,33799.0,8078475.44649074,250.2271904,4913,32284.562815
2018-01-30,35599.99998999,31703.0,30129.0,36200.0,13422373.97880759,398.28993569,6271,33700.0078989
2018-01-29,36500.00001,35599.99998999,35599.99998999,36949.99970999,6192931.79866341,170.89104879,2691,36239.06484577
2018-01-28,36300.00003,36500.00004,36300.0,38090.0,4423524.85820938,118.7629001,2569,37246.68945002
2018-01-27,35801.0,36300.0,35599.99998999,37050.0,2559920.80418658,70.50878047,1929,36306.41158622
2018-01-26,36820.00006000001,35800.0,35280.0,37200.0,7125084.68988955,198.65949801,3944,35865.81442751
2018-01-25,37104.99998999,36996.96,36400.0,37570.0,4941989.92754711,134.10099205,2946,36852.7469633
2018-01-24,35550.0,36800.0009,35018.0,37790.0,6197218.92805665,168.38325946,3882,36804.24614614
2018-01-23,36889.99,35600.0,33600.0,37960.0,11332635.15900083,315.48416278,6326,35921.40746191
2018-01-22,38899.97,36988.98999,34200.0,39589.98,15211027.58715351,414.92686859,7590,36659.53867688
2018-01-21,40949.99998,38475.0,38250.0,41830.0,8999348.79971758,227.32853017,4289,39587.41471203
2018-01-20,39889.99994,41000.0,39309.00001,42000.0,7426041.59994531,179.89677340000003,4609,41279.45965675
2018-01-19,39100.0,39899.0,38250.0,40800.0,11986415.55138576,304.04062981,5709,39423.72951561
2018-01-18,38197.3,38980.0,36489.99975,41890.0,21498540.31114423,537.95824869,9920,39963.213434300014
2018-01-17,38502.05001,38197.3,32000.09,39900.0,31517805.83175856,889.48931903,14477,35433.5967363
2018-01-16,45600.0,38979.0,32301.23,45999.0,44415098.83895734,1140.33654329,18406,38949.11471556
2018-01-15,46010.0,45600.0,44500.0,47450.25,10627245.77539687,228.94049507,6058,46419.24868795
2018-01-14,46888.0,46010.0,45100.0,46975.0,4222084.15701214,91.94998118,3682,45917.18348204
2018-01-13,46888.99996,46611.02,46199.0,47450.0,5218239.37120669,110.9193196,3949,47045.36044780001
2018-01-12,43698.00001,46499.99999,43344.0,47679.0,12914286.17007474,283.20226888,9920,45600.92763786
2018-01-11,49700.0,43698.0,40001.0,49700.0,26747112.66237423,585.77651465,13970,45660.95088048
2018-01-10,48850.0,49501.999,47000.0,50777.0,17857390.04450075,366.04630701,9238,48784.51087341
2018-01-09,52361.97986,48850.0,48511.99,52899.99,17375640.35346735,344.73735704,8921,50402.54558617
2018-01-08,55095.0,52361.97987,50011.0,55500.0,24502490.91861791,470.16429883,10232,52114.74154799
2018-01-07,56005.0,54510.00055,54501.0,56690.0,9150656.99470586,165.05675563,4721,55439.45753555
2018-01-06,56900.0,56001.1,54500.0,57000.0,13349402.00787828,238.8411029,5709,55892.39810815
2018-01-05,52798.99999,56897.00001,52020.0001,57000.0,29368206.92614684,533.82162001,12042,55015.01967089
2018-01-04,53490.01,52799.0,51000.0,53600.0,19258940.94939072,368.9209689,7838,52203.43263982
2018-01-03,51600.0,53300.0,51002.99,53999.0,17707680.82626022,336.28407733,8300,52656.91128421
2018-01-02,48650.00004,51002.99,47400.0,51999.0,23503475.18525314,466.61853932,8889,50369.78431998
2018-01-01,48289.0,48949.08,47500.0,49100.0,5894078.88780265,121.89212674,2668,48354.87775494
2017-12-31,46155.01002,48200.0,45601.00009,49897.0,9948498.98243824,206.62767441,4163,48146.98229966
2017-12-30,49500.1,46893.0,45101.0,50486.9199,22118572.64571933,467.69641995,8582,47292.58489531
2017-12-29,49969.0,49500.1,49000.0,52150.0,13795977.03851087,273.50126297,6519,50442.09627662
2017-12-28,54489.0,49969.0,45000.0,54755.0,37800976.70378449,747.63968858,15564,50560.42005418
2017-12-27,56492.99,54489.0,52000.0,57500.0,27878161.52332492,506.31836261,11504,55060.53815551
2017-12-26,51499.0,56050.01,50997.0,57000.0,31126950.05685098,566.62324358,12674,54934.12141052
2017-12-25,51485.1,51499.0,49351.0,53991.0,11099085.11289139,213.93364557,4062,51880.97030422
2017-12-24,52800.0,51485.0,47000.0,53998.99999,27228137.30980614,539.02926525,8052,50513.2820519
2017-12-23,50000.0,52800.0,49510.0,58000.0,32737585.25474397,598.53494718,11568,54696.19678681
2017-12-22,54600.0,50000.0,28971.11,56550.0,94704499.4845664,1948.08535462,23598,48614.14273248
2017-12-21,62500.0,54600.0,50000.0,65400.0,58192810.62324657,1006.20637487,18031,57833.87193384
2017-12-20,62300.0,62897.0,62015.0,68250.0,56716727.71285945,874.66130741,17248,64844.21710708
2017-12-19,68800.00001,62050.0,62001.0,69250.0,64823287.23152053,969.33407089,19316,66874.04185845
2017-12-18,67900.0,69098.99999,67500.0,69899.0,33392814.47046854,484.35483615,14272,68942.87406294
2017-12-17,66990.0,67899.99999,66500.0,69950.0,40002824.66581074,582.78562323,12779,68640.71979693
2017-12-16,63350.0,66900.00999999,62750.0,69500.0,39176206.65384052,590.02907743,12744,66397.07796178
2017-12-15,59571.0,63399.98999,59304.0,66599.0,70227551.35897817,1111.81023804,20863,63165.05187322
2017-12-14,56700.0,59571.0,56200.0,59798.99,32553587.83792016,563.94320387,14161,57724.94040982
2017-12-13,56050.0,56700.0,55155.0,57000.0,25134276.44679472,445.85137922,11473,56373.66534733
2017-12-12,55520.0,56100.0,54500.0,56847.0,39323158.94281347,707.80710523,16591,55556.32128054
2017-12-11,53493.9999,55509.0,53212.0,57654.0,53555147.68069173,964.84233771,19533,55506.63107073
2017-12-10,49800.0,53494.0,48280.0,53500.0,38386777.29053566,743.89312748,10104,51602.54325856
2017-12-09,54400.0,50500.0,48500.0,55490.0,53272607.10980939,1030.41168077,15191,51700.31367462
2017-12-08,58000.0,54400.0,48200.0,58100.0,74648086.35925683,1367.4399870999996,22457,54589.66175003
2017-12-07,49446.0,58000.0,45832.0,58000.0,108023418.47364327,2020.69833779,33169,53458.4586197
2017-12-06,44007.072,49446.0,43348.0,49797.0,60354961.85238309,1285.63255507,21839,46945.73236681
2017-12-05,42694.99998999,44007.072,42160.0,44007.072,23892103.43165219,551.57132687,11162,43316.4348249
2017-12-04,42700.0,42600.0,41999.99,42979.0,17371115.70432093,408.76220163,7616,42496.8738182
2017-12-03,41550.0,42865.0,41300.0,43123.0,24520092.29955732,578.91807307,8308,42355.02990868
2017-12-02,41880.0,41430.0,40599.99,41997.0,12158438.88273545,292.03114109,5951,41634.04915432
2017-12-01,38849.0,41880.0,37101.0,41880.0,32552302.60026259,812.13600742,12440,40082.32894841
2017-11-30,40999.99,38849.0,36000.0,41000.0,40355934.47264419,1045.47448834,14950,38600.59228869
2017-11-29,37749.0,40999.99998999,33002.0,44980.0,104324698.08983876,2629.60277759,32304,39673.177629300015
2017-11-28,34500.00001,37749.0,34472.0,38000.0,30598925.04293998,838.18414506,12452,36506.2083592
2017-11-27,34188.0,34500.00001,33500.0,34965.0,15011369.47158228,437.29221927,6883,34328.00495888
2017-11-26,31500.0,34189.69,31360.0,34985.3211,25405024.52982148,767.06936647,9254,33119.5920999
2017-11-25,29250.0,31500.0,29000.1,31560.0,16150239.05645989,531.41167332,7061,30391.20114837
2017-11-24,28700.0001,29250.0,28500.0,29495.0,7821133.91788065,268.16199751,4259,29165.70576928
2017-11-23,29300.0,28700.0,28399.0,29450.0,13372710.78392871,459.59975369,6821,29096.42722077
2017-11-22,29194.95,29201.0,28930.000010000003,29600.0,8239219.52031151,280.53501221,4830,29369.6656806
2017-11-21,29228.99999,29195.59,28005.0,29600.0,16891621.87916746,578.56966681,7531,29195.48474085
2017-11-20,27469.99998,29215.47,27202.0,29660.0,15796610.98568309,553.40887078,8284,28544.19547597
2017-11-19,26739.0,27474.99999,26450.0,27600.0,7729644.80522146,285.27350675,3805,27095.55784906
2017-11-18,26191.0,26739.0,26150.0,26769.0,6153389.95877767,233.5417928,3162,26348.13189109
2017-11-17,26401.0,26191.0,26000.0,26940.0,11072579.49960257,415.84691253,6208,26626.57618939
2017-11-16,24803.0,26401.0,24800.0,26998.0,20535192.3551411,790.44505324,9496,25979.27872528
2017-11-15,23990.0,24910.0,23850.0,25100.0,10543460.9100044,426.41700286,5521,24725.70474274
2017-11-14,23999.0,23930.0,23500.0,24270.0,8821786.69905025,370.85816368,4706,23787.49495902
2017-11-13,21200.0,23999.0,21000.0,24596.1,18446179.50940572,784.93312571,8511,23500.31984281
2017-11-12,22599.0,21199.0,19500.0,23500.0,18255950.67239909,835.9331672000002,8109,21839.00745743
2017-11-11,23900.0,22600.0,22300.00013,24249.01,14572257.48188789,633.10539591,6344,23017.1114889
2017-11-10,25312.0,23900.0,22500.0,25320.0,21416038.1287632,890.38966952,9538,24052.43329059
2017-11-09,25444.0,25313.35,25000.0,25652.0,7179135.37294305,284.60036151,5079,25225.32063857
2017-11-08,24750.0,25300.00001,24294.07,25900.0,20271616.17615934,802.66068962,8051,25255.52383256
2017-11-07,23635.0,24725.67,23401.03003,25500.0,12650030.8849606,521.19141455,6790,24271.37234384
2017-11-06,25242.0,23700.0,22500.0,25500.0,19655319.95990672,817.20807531,9725,24051.79360525
2017-11-05,25278.99995,25242.0,25108.00001,25699.9999,4596210.39815676,180.52821355,3029,25459.78995623
2017-11-04,24700.0,25279.99999,24700.0,25497.9999,7100119.82309439,281.92158601,4147,25184.73283149
2017-11-03,23919.0,24685.1,23810.0,25980.0,15551856.15600018,623.79985591,9592,24930.84281546
2017-11-02,23760.0,23810.0,23000.0,24780.0,11283733.356675802,472.34783033,6170,23888.61053684
2017-11-01,21924.0,23760.0,21800.0,23990.0,16950333.52456157,730.18997391,9684,23213.59390049
2017-10-31,20310.0,21924.99998,20208.09999999,22000.0,13394267.693898,627.45111139,8694,21347.10968034
2017-10-30,19578.0,20310.0,19578.0,20499.0,8060701.84593556,400.43735771,5784,20129.74486704
2017-10-29,19110.0,19578.0,19099.9999,19887.0,3998373.32951586,205.40122611,3212,19466.16096329
2017-10-28,19150.00004999,19200.0,19100.0,19323.91,1851484.16343521,96.50779211,2206,19184.81526678
2017-10-27,19300.0,19145.00135999,18950.0,19350.0,5006027.18023614,261.45244552,3919,19146.98931302
2017-10-26,18498.0,19252.2,18395.0,19399.0,7555105.94902675,399.3757956,5229,18917.28550468
2017-10-25,18021.00001,18400.0,17659.0,18500.0,5853034.76362978,321.04563381,4100,18231.16138969
2017-10-24,18528.9,18021.00101,17656.0,18650.0,8487357.57477998,463.51003062,5905,18311.05480808
2017-10-23,18639.99999,18528.9,18420.0,19100.0,8893566.96671792,474.25630061,6539,18752.65959625
2017-10-22,18600.0,18649.0,18050.0,18847.0,3069136.86742183,165.72211318,2823,18519.77873398
2017-10-21,18050.05,18600.0,17980.0,19000.0,5528317.13566083,297.32494638,4341,18593.51932215
2017-10-20,17300.0,18199.95898,17211.00011,18500.0,10048356.7053352,561.68759658,7322,17889.58269065
2017-10-19,17100.0,17250.0,16900.0,17455.0,5843834.04042728,338.87391594,4611,17244.86236781
2017-10-18,17118.0,17100.0,16450.0,17299.0,7052924.84745172,416.39873473,5660,16937.91133161
2017-10-17,17170.0,17118.0,17000.00001,17400.0,5947794.59316163,345.16352122,5025,17231.81688533
2017-10-16,17000.0,17200.0,16800.0,17500.0,5280464.52264575,307.4639508,4388,17174.25574196
2017-10-15,17570.00015,16900.00004999,15400.0,17680.0,7320629.46964222,438.90645307,4474,16679.24774957
2017-10-14,17600.0,17571.09999999,17420.0,17748.0,3929578.09057319,223.36294188,2769,17592.79340386
2017-10-13,17270.0,17600.0,17000.0,17798.0,10976182.29033576,629.70573801,6629,17430.65312541
2017-10-12,15850.99999,17279.99999,15795.0,17396.0,7550252.21646441,454.22615048,4815,16622.23147761
2017-10-11,15312.00203,15897.0,15300.0,15909.89289,3787101.19381841,240.77898951,4226,15728.53678606
2017-10-10,15400.0,15312.01012,15262.0,15700.0,5631207.95420871,364.2745465,4977,15458.69182547
2017-10-09,14917.095919999998,15333.1454,14650.0,15519.0,6133659.91976417,405.99488482,5216,15107.72708992
2017-10-08,14573.222919999998,14914.87,14550.0,14985.002,2696138.68694149,181.23811658,2180,14876.22326814
2017-10-07,14452.072,14573.21978,14431.6,14700.0,2124514.84534675,145.60917423,1972,14590.52876603
2017-10-06,14350.00011,14452.052,14230.00001,14600.0,4686769.49768044,323.62947398,3355,14481.89943901
2017-10-05,14336.97999,14350.00011,14065.0,14550.0,3948393.41022903,275.51673735,3642,14330.86587844
2017-10-04,14547.0,14247.3,14010.0,14547.0,3879790.56614731,272.17792048,3336,14254.61168674
2017-10-03,14670.0,14500.0,14280.88888,14750.0,4218946.74941978,290.4515534,3678,14525.47490239
2017-10-02,14370.0,14601.0,14353.21,14900.0,5353006.86337369,365.52769403,4284,14644.59998736
2017-10-01,14130.0,14370.0,14110.00009,14478.0,1610277.51897124,112.44148108,1639,14321.02728908
2017-09-30,13890.0,14113.20001,13808.18,14489.0,1822745.61767009,128.94740926,2168,14135.5737826
2017-09-29,13850.00001,13890.0,13712.0,13977.99999,2736393.16427095,197.58245186,2800,13849.37345655
2017-09-28,13850.0,13978.969969999998,13799.01,14048.25041,3530649.75823702,253.85289119,3270,13908.25112011
2017-09-27,13586.94991,13850.0,13450.00003,13998.0,4742595.80401696,344.15255501,3786,13780.50441577
2017-09-26,13737.99999,13586.94991,13300.0,13789.9999,3481193.75339819,256.67889097,3341,13562.44660494
2017-09-25,13502.0,13652.0,13378.0,14079.99,4787243.33035876,349.35250449,3548,13703.18881024
2017-09-24,13631.98931,13502.0,13255.55,13659.0,1442791.55217889,107.21874699,1365,13456.52316113
2017-09-23,13275.99899,13640.0,13146.57004,14100.0,3044628.1690724,223.07955986,2216,13648.17184946
2017-09-22,13279.99,13275.99899,12900.0,13500.0,5066568.7000987,385.36362429,3493,13147.50116706
2017-09-21,13899.0,13280.98,12900.0,13900.0,7039555.18657799,530.9621946999998,4809,13258.11000641
2017-09-20,14456.94997,13898.99998,13650.0,14456.94997,4967492.29142454,350.81756304,4082,14159.75941563
2017-09-19,15100.0,14459.97999,14139.888,15292.99945,7241800.87240886,493.80317248,4849,14665.35914712
2017-09-18,14299.5,15100.01,14211.00012,15999.0,10926553.3026236,711.54907862,7332,15356.00794229
2017-09-17,14015.0,14299.5,13800.0,14301.85,2342642.81292285,166.29736041,1933,14087.07153948
2017-09-16,14108.0,14015.0,13820.0,14300.0,3568786.09923373,254.37219957,2859,14029.78039764
2017-09-15,12753.05001,14210.0,11500.0,14500.0,13491428.22592639,1014.09036525,8916,13303.97042338
2017-09-14,14098.9999,12888.99,11500.0,14148.0,16781718.6332567,1316.594851,9464,12746.30431716
2017-09-13,14600.05,14017.06,12850.0,15299.96,14811923.09744266,1047.13624467,7981,14145.17277259
2017-09-12,15700.00001,14600.0,14600.0,16150.0,12146479.6919018,787.38607722,6294,15426.33282872
2017-09-11,16372.99897,15700.0,15700.0,16395.0,8042241.59249602,499.64351197,4955,16095.95921857
2017-09-10,16340.11,16250.00101,16010.06,16545.0,3741404.23416011,230.55932522,2432,16227.51207564
2017-09-09,16431.74376,16459.99898,16200.0,16699.99,2610335.66446875,158.71440433,2232,16446.74706951
2017-09-08,16868.999,16415.0,16006.65,16901.0,10038249.22639836,611.05006138,6004,16427.86714353
2017-09-07,16766.0,16868.999,16699.09,16970.0,3753115.38534181,222.75725153,3175,16848.45435811
2017-09-06,16968.0,16767.8105,16688.35074,17490.09,8244613.54185128,484.42007235,4941,17019.55392115
2017-09-05,16560.031000000006,16976.0,15800.0,17200.0,10637884.25716964,633.82096267,5632,16783.7368653
2017-09-04,17767.968999999994,16551.022109999998,14451.0,17900.0,19521577.81965256,1177.93054826,10137,16572.77489604
2017-09-03,17710.0,17680.991009999998,17300.0,18000.0,4920959.70011358,279.64655341,2901,17597.06901419
2017-09-02,18379.91983999,17710.0,16552.0,18379.91983999,10773679.54270707,612.71184401,5702,17583.59928575
2017-09-01,18201.0,18379.9599,17702.0,18895.0,15016115.28891775,815.3282803,7255,18417.26290101
2017-08-31,17198.0,18201.0,16810.0,19500.0,13479181.97092934,746.29261817,8626,18061.52391535
2017-08-30,16600.0,17197.0,16300.0,17200.0,6301168.09392405,376.51679668,4766,16735.42362382
2017-08-29,15285.0,16600.0,15181.0,16685.0,10296837.99671937,641.04312952,6320,16062.62905341
2017-08-28,14880.0,15280.0,14758.0,15300.0,6611645.95342382,438.45018171,4847,15079.58310711
2017-08-27,14930.99999,14879.0,14710.5,14947.99,1893150.55879219,127.67793221,1880,14827.54714165
2017-08-26,14745.0,14830.0,14700.99,14949.0,2090930.51741017,141.00757933,2260,14828.49735698
2017-08-25,14670.0,14745.0,14550.0,14999.99997,4912985.00481809,331.66301693,4556,14813.18312227
2017-08-24,14250.0,14670.0,14070.0,14795.0,4544505.34453441,315.16804534,4159,14419.30872031
2017-08-23,14075.0,14250.0,14030.0,14500.0,4516847.3438948,317.31995232,3904,14234.36285909
2017-08-22,13331.0,14099.47,13000.0,14299.0,5370753.66796094,389.37717146,4665,13793.19092545
2017-08-21,13973.0,13263.92352,13263.92352,14070.0,5541366.37490035,401.54783492,4683,13800.01557225
2017-08-20,14003.00001,14070.0,13935.00002,14100.0,638956.66296071,45.57076678,774,14021.19622093
2017-08-19,14130.04501,14099.99999,13900.0,14269.0,2561380.57824204,182.60749528,2249,14026.70013251
2017-08-18,14300.90701,14126.022,13900.0,14471.0,4925698.70240537,346.80521017,4259,14203.07007495
2017-08-17,13872.01001,14300.90702,13785.0,14499.0,5379632.25718106,376.71471685,4878,14280.38782812
2017-08-16,13300.0,13872.01002,13300.0,14299.0,5324334.9345623,383.09570051,5088,13898.185042200002
2017-08-15,14499.9999,13300.0,11150.0,14594.0,11652323.92814247,884.20433395,7723,13178.31578147
2017-08-14,13055.00105,14500.0,13017.0,14998.0,10450855.96895311,736.69768069,8267,14186.08506974
2017-08-13,12879.99,13149.97796,12800.0,13200.0,2899900.5240219,224.21493982,2076,12933.57403547
2017-08-12,12200.0,12823.0,12200.0,12999.99899,4300157.28963278,338.8410279,3181,12690.78103131
2017-08-11,11389.0,12199.99,11327.00003,12995.0,6944944.13548109,575.44528202,5416,12068.81757914
2017-08-10,11178.99999,11327.0,11094.26,11400.0,3488037.53872847,308.93043734,3263,11290.68915529
2017-08-09,11100.01,11179.99981,10853.0,11349.0,3552118.21937236,319.52519704,3592,11116.8641856
2017-08-08,10900.0,11100.01,10750.0,11400.0,4317693.23884808,391.96358851,4446,11015.54676356
2017-08-07,10231.21905,10900.0,10231.21905,10950.98,3963659.92370324,370.17980565,4084,10707.39101162
2017-08-06,10350.0,10235.0,10099.0,10500.0,1271419.49181007,122.84757328,1677,10349.56945313
2017-08-05,9770.0,10275.09999,9678.27274,11000.0,5589561.40448534,540.21011225,4997,10347.01364826
2017-08-04,9165.52907,9770.0,9165.50549999,9849.99994,3335382.12170664,348.68545816,3477,9565.58997128
2017-08-03,9050.0,9165.45104,8910.0,9500.0,2379599.23555192,259.60254447,3156,9166.31707293
2017-08-02,8950.11,9050.0,8860.0,9050.0,1392703.12634798,155.34847834,2167,8965.02586462
2017-08-01,8670.00001,8950.001,8604.0,9049.99999,1192947.77659186,134.34205049,1654,8879.92830421
2017-07-31,8696.0,8734.98999,8470.09001,9000.0,2482793.54911731,282.48863796,2683,8789.00322167
2017-07-30,8688.55554999,8612.0,8500.0,8779.0,614578.59373203,71.26926272,929,8623.33312113
2017-07-29,8784.99973,8550.02,8500.0,8848.0,1107103.30470625,127.60629907,1376,8675.92989354
2017-07-28,8789.99,8836.0,8686.00001,9000.0,2473736.05250464,278.96678812,2757,8867.49304164
2017-07-27,8454.98,8745.78458999,8351.0,8850.0,2162101.87061797,250.67553976,2559,8625.10108759
2017-07-26,8739.0,8492.99998,8233.0,8750.0,1814551.78562334,213.83046872,2260,8485.93652946
2017-07-25,9010.00001,8740.0,8227.0,9075.85983999,3259956.75330479,374.56888955,3529,8703.22347705
2017-07-24,8869.0,9075.99999,8775.0,9100.0,1844341.99738089,206.12399757,2817,8947.730585100002
2017-07-23,8885.001,8900.0,8700.0,8996.990109999999,779077.43967053,87.95804009999998,1184,8857.37607141
2017-07-22,8755.0013,8995.1203,8755.0,9000.0,1406477.75229872,157.92643297,1733,8905.90464083
2017-07-21,8701.0,8820.00101,8500.0,9000.0,2353319.9209589,268.30686801,3054,8771.00142241
2017-07-20,7749.0,8701.0,7628.0,9100.0,5877760.20168022,690.0380802,5488,8518.02294733
2017-07-19,7724.969929999998,7749.0,7566.0883,7980.0,1988007.98686489,256.65382856,2711,7745.87310081
2017-07-18,7279.97898,7724.989990000001,7102.0,7900.0,2815421.75762526,367.81062377,2978,7654.54170074
2017-07-17,5755.00101,7201.0,5502.00067,7900.0,4114262.3806043,586.27983869,4205,7017.5743887
2017-07-16,6650.0,5752.01101,5016.77,6699.0,2747707.90171347,478.11694447,2151,5746.93688122
2017-07-15,7500.04,6600.02301,6102.0,7515.0,2819312.06196646,423.54458411,2308,6656.4705765
2017-07-14,8128.9,7500.0,7500.0,8150.0,2589506.70528702,330.62687741,2662,7832.11191289
2017-07-13,8242.30002,8147.9,8056.38165,8292.5,1481921.29628682,181.2301894,2236,8177.01124295
2017-07-12,7869.99999,8292.49999,7801.0,8450.0,2227087.91968606,274.3313613,2639,8118.24032488
2017-07-11,8100.0,7869.99999,7555.55,8148.0,2654594.03448328,335.37245646,3134,7915.36091694
2017-07-10,8697.0,8100.0,8000.0,8700.00004,2843541.18082232,337.92574616,2916,8414.69231964
2017-07-09,8724.0,8661.37188,8650.0,8810.0,629312.81639326,72.16002145,730,8721.07302281
2017-07-08,8790.0,8724.0,8690.00001,8810.0,616064.88248522,70.34978067,902,8757.16848766
2017-07-07,8820.0,8798.0,8650.01,8832.99998,1463839.71625751,167.39192173,2003,8744.98423298
2017-07-06,8774.15001999,8800.03,8751.0,8844.0,1103614.16398287,125.31842086,1940,8806.47997644
2017-07-05,8824.99,8843.89948,8716.0,8900.0,1701931.42895295,192.87332139,2104,8824.08939031
2017-07-04,8769.421,8754.98799999,8710.0,8899.99995,2265554.63142932,257.1633437,2330,8809.78835798
2017-07-03,8780.001,8769.4,8700.99999,9000.0,2497895.37072923,283.06451631,2211,8824.47366872
2017-07-02,8846.49,8869.9193,8721.00052999,8896.99999,654412.00882613,74.28325131,765,8809.68451549
2017-07-01,8845.0,8846.49,8800.0,8924.76474,623201.20855214,70.37312745,927,8855.67021296
2017-06-30,8930.20015,8845.0,8825.0,9050.0,1692875.39805133,189.23030422,1943,8946.11148583
2017-06-29,9041.17424,8969.5,8880.99,9041.17424,1321634.72680738,147.41224543,1825,8965.569467799998
2017-06-28,9059.29509,8931.38404,8880.0,9115.0,1755610.66334087,195.46594889,1944,8981.67007251
2017-06-27,9104.43116,9059.66581,8625.0,9199.0,2501724.03083644,281.34191136,2602,8892.11286986
2017-06-26,9230.12344999,9104.43117,8515.0,9300.0,4447032.38629276,498.1846542,3180,8926.47404692
2017-06-25,9221.0,9230.12344999,8999.94569,9400.0,2039537.0116502,221.52962818,1135,9206.61054869
2017-06-24,9330.47107,9289.90977,9200.0,9413.24,836504.87825364,90.12290833,991,9281.82294329
2017-06-23,9262.03,9416.85,9230.0,9450.0,2085090.92129239,223.34124107,2455,9335.89744242
2017-06-22,9270.00001,9262.0,9230.0,9380.0,1902634.94053691,204.81562032,1970,9289.50115017
2017-06-21,9231.99897,9270.00001,9210.60291999,9449.98,2086709.400393,223.74474658,2419,9326.29450429
2017-06-20,9043.0,9319.89972999,9000.0,9497.0,3527659.04710208,381.89331512,3015,9237.28933561
2017-06-19,8897.97998,9000.03,8800.0,9089.0,2261622.68020085,252.77681984,2388,8947.11264123
2017-06-18,9134.0,8816.01,8800.0,9199.0,1278650.34588469,142.56194753,1258,8969.085846799999
2017-06-17,9033.98999,9134.0,9002.520709999999,9280.0,1727849.5348143002,188.62647964,1589,9160.16424688
2017-06-16,8680.0,9034.0,8600.00058,9120.0,2677696.7834655,298.74994361,2407,8963.00347745
2017-06-15,9380.0,8670.0,8050.0,9560.0,6330054.88517961,724.75301705,3820,8734.08559366
2017-06-14,9710.0,9360.0,9212.00006,9780.0,4251643.38806461,446.94158785,3172,9512.74954858
2017-06-13,9810.0,9670.0,9600.0,9839.94,2952003.81211665,304.38363722,2564,9698.29994502
2017-06-12,10038.00001,9810.0,9300.04,10099.99999,4291769.92465865,439.91934451,3443,9755.81087355
2017-06-11,9972.0,10100.0,9940.0,10100.0,1292650.81576202,129.08719912,1356,10013.78002213
2017-06-10,9901.00001,9972.0,9900.0,10000.0,1031155.9327583,103.55621322,1305,9957.45113398
2017-06-09,9880.0,9977.99911,9801.0,9978.98999,2023447.82787687,205.07399278,1863,9866.9158407
2017-06-08,9775.0,9880.0,9683.69,9938.0,2868780.96051056,292.94660635,2360,9792.84585766
2017-06-07,9945.97997,9838.0,9731.0,10100.0,3046072.83123506,307.79958398,2983,9896.2863817
2017-06-06,9800.0,9901.01,9603.75001,10130.0,4991796.57248786,504.63802469,4751,9891.83598591
2017-06-05,9179.999,9800.0,9112.00001,9850.0,4619112.62937672,491.29649399,3804,9401.88396596
